listing_id,true_label,fraud_type,fraud_details,price_score,text_score,location_score,image_score,final_fraud_probability,predicted_label,detected_fraud_types
116,0,Normal,No fraud detected,0.2650128784235788,0.013369660462766582,0.0,0.0,0.08284627864276528,0,None
117,1,Text Fraud,"Urgency keywords: last chance, urgent, act now",0.10101219955837422,0.06,0.0,0.0,0.045303659867512266,0,None
118,1,Text Fraud,"Urgency keywords: limited time, today only",0.04340232271921642,0.02,1.0,0.0,0.21802069681576494,0,Location Fraud
119,1,Text Fraud,"Urgency keywords: quick sale, last chance, today only",0.1741507971257169,0.02,0.0,0.0,0.057245239137715065,0,None
120,0,Normal,No fraud detected,0.21979522259470963,0.013369660462766582,0.0,0.0,0.06928098189410453,0,None
121,0,Normal,No fraud detected,0.026135685114716704,0.011608480044093351,1.0,0.0,0.21074282554543836,0,Location Fraud
122,0,Normal,No fraud detected,0.005194615289611098,0.013369660462766582,0.9,0.0,0.184900799702575,0,Location Fraud
123,1,Text Fraud,"Scam keywords: guaranteed, no questions asked, cash only",0.0862984967455719,0.011608480044093351,0.0,0.0,0.028791669034694906,0,None
124,0,Normal,No fraud detected,0.02603422589068613,0.013369660462766582,1.0,0.0,0.21115268288289749,0,Location Fraud
125,0,Normal,No fraud detected,0.2490848582427481,0.013369660462766582,0.0,0.0,0.07806787258851608,0,None
126,1,Text Fraud,"Exaggeration keywords: perfect, best, amazing, unbelievable, premium",0.2238227615474682,0.048297213622291016,0.0,0.0,0.07922113186981321,0,None
127,1,Text Fraud,"Scam keywords: wire transfer, risk-free",0.002607603280615865,0.01198296759371262,0.0,0.0,0.0037780228826129144,0,None
128,0,Normal,No fraud detected,0.229608781727087,0.013369660462766582,0.0,0.0,0.07222504963381775,0,None
129,1,Price Fraud,Price reduced by 47%,0.07033698831680352,0.013369660462766582,0.9,0.0,0.2044435116107327,0,Location Fraud
130,1,Text Fraud,"Urgency keywords: immediate, hurry, last chance, act now",0.060128733103617375,0.08,1.0,0.0,0.23803861993108522,0,Location Fraud
131,0,Normal,No fraud detected,0.1695155368969282,0.011608480044093351,0.0,0.0,0.05375678108010179,0,None
132,1,Price Fraud,Price increased by 90%,0.16104193918665183,0.013369660462766582,1.0,0.0,0.2516549968716872,0,Location Fraud
133,0,Normal,No fraud detected,0.09883242994995911,0.013369660462766582,0.0,0.0,0.032992144100679376,0,None
134,0,Normal,No fraud detected,0.014469796600587864,0.010399148197145165,0.0,0.0,0.0069407260294626506,0,None
135,0,Normal,No fraud detected,0.1915421907109964,0.010399148197145165,0.0,0.0,0.06006244426258521,0,None
136,1,Price Fraud,Price reduced by 44%,0.013652824152383046,0.013369660462766582,0.0,0.0,0.0074382623614065585,0,None
137,1,Price Fraud,Price increased by 95%,0.0,0.011608480044093351,0.0,0.0,0.002902120011023338,0,None
138,1,Price Fraud,Price reduced by 50%,0.39722130573893866,0.013369660462766582,1.0,0.0,0.32250880683737326,0,Location Fraud
139,1,Text Fraud,"Urgency keywords: limited time, urgent, hurry, immediate",0.0,0.08,0.0,0.0,0.02,0,None
140,0,Normal,No fraud detected,0.20555504996373797,0.013369660462766582,0.0,0.0,0.06500893010481304,0,None
141,0,Normal,No fraud detected,0.097146416219355,0.013369660462766582,0.9,0.0,0.21248633998149818,0,Location Fraud
142,1,Text Fraud,"Urgency keywords: limited time, immediate",0.16089939856164145,0.04,0.0,0.0,0.058269819568492434,0,None
143,0,Normal,No fraud detected,0.22266435402196114,0.011608480044093351,0.0,0.0,0.06970142621761168,0,None
144,0,Normal,No fraud detected,0.21698569151213587,0.011608480044093351,0.0,0.0,0.0679978274646641,0,None
145,1,Text Fraud,"Urgency keywords: limited time, urgent, immediate, don't miss",0.46513943529200347,0.08,0.0,0.0,0.15954183058760102,0,None
146,0,Normal,No fraud detected,0.12482437857500782,0.013369660462766582,0.0,0.0,0.04078972868819399,0,None
147,0,Normal,No fraud detected,0.2220609724559408,0.011608480044093351,0.0,0.0,0.06952041174780559,0,None
148,0,Normal,No fraud detected,0.45163992118729074,0.011608480044093351,0.0,0.0,0.13839409636721053,0,None
149,1,Text Fraud,"Exaggeration keywords: world-class, best, premium, perfect, exclusive",1.0,0.039628482972136225,1.0,0.0,0.5099071207430341,1,"Price Fraud, Location Fraud"
150,0,Normal,No fraud detected,0.55599567471138,0.011608480044093351,1.0,0.0,0.36970082242443736,0,Location Fraud
151,1,Text Fraud,"Scam keywords: deposit now, cash only",0.015071224132708555,0.010954061590791528,0.0,0.0,0.0072598826375104486,0,None
152,1,Price Fraud,Price increased by 54%,0.29199699335547186,0.013369660462766582,0.0,0.0,0.0909415131223332,0,None
153,0,Normal,No fraud detected,0.19841787898764515,0.011608480044093351,0.9,0.0,0.2424274837073169,0,Location Fraud
154,0,Normal,No fraud detected,0.13671004854380522,0.013369660462766582,0.0,0.0,0.044355429678833214,0,None
155,0,Normal,No fraud detected,0.16389171155764257,0.011608480044093351,0.0,0.0,0.052069633478316106,0,None
156,0,Normal,No fraud detected,0.15888585545572115,0.011608480044093351,0.0,0.0,0.05056787664773968,0,None
157,0,Normal,No fraud detected,0.33753787516808065,0.013369660462766582,0.0,0.0,0.10460377766611584,0,None
158,1,Text Fraud,"Urgency keywords: urgent, limited time, hurry",0.21336923598702862,0.06,0.0,0.0,0.07901077079610858,0,None
159,1,Multi-Fraud,"Scam keywords: 100% safe, advance payment, guaranteed | Urgency keywords: quick sale, today only, immediate, hurry",0.0,0.04,0.0,0.0,0.01,0,None
160,1,Location Fraud,"Coordinates shifted by (-1.76, 0.52)",0.313458293894544,0.011608480044093351,0.9,0.0,0.27693960817938656,0,Location Fraud
161,1,Price Fraud,Price reduced by 42%,0.34930439918943695,0.011608480044093351,1.0,0.0,0.30769343976785446,0,Location Fraud
162,1,Text Fraud,"Urgency keywords: hurry, today only, immediate",0.03910230271749995,0.04,0.0,0.0,0.021730690815249983,0,None
163,0,Normal,No fraud detected,0.026646313976648944,0.011608480044093351,0.0,0.0,0.01089601420401802,0,None
164,1,Text Fraud,"Exaggeration keywords: luxury, world-class, premium, exclusive",0.3100197231502098,0.04303077012263742,1.0,0.0,0.3037636094757223,0,Location Fraud
165,0,Normal,No fraud detected,0.23629895076442542,0.011608480044093351,0.9,0.0,0.253791805240351,0,Location Fraud
166,1,Location Fraud,"Coordinates shifted by (-0.97, 0.77)",0.11526161711128051,0.013369660462766582,0.0,0.0,0.037920900249075795,0,None
167,0,Normal,No fraud detected,0.0,0.011608480044093351,0.0,0.0,0.002902120011023338,0,None
168,0,Normal,No fraud detected,0.361837815733346,0.011608480044093351,0.0,0.0,0.11145346473102714,0,None
169,1,Price Fraud,Price reduced by 48%,0.06781193773097313,0.011608480044093351,1.0,0.0,0.2232457013303153,0,Location Fraud
170,0,Normal,No fraud detected,0.17154079218353255,0.013369660462766582,0.0,0.0,0.05480465277075141,0,None
171,0,Normal,No fraud detected,0.17700805601436656,0.011608480044093351,0.0,0.0,0.0560045368153333,0,None
172,0,Normal,No fraud detected,0.2280927348397562,0.011608480044093351,0.0,0.0,0.0713299404629502,0,None
173,0,Normal,No fraud detected,0.2877930227417878,0.013369660462766582,1.0,0.0,0.289680321938228,0,Location Fraud
174,0,Normal,No fraud detected,0.022670393993554642,0.013369660462766582,0.9,0.0,0.19014353331375805,0,Location Fraud
175,1,Text Fraud,"Scam keywords: no questions asked, wire transfer",0.2975528702963824,0.010399148197145172,0.9,0.0,0.271865648138201,0,Location Fraud
176,0,Normal,No fraud detected,0.0,0.011608480044093351,0.0,0.0,0.002902120011023338,0,None
177,1,Price Fraud,Price reduced by 56%,0.0,0.009502982533065607,0.0,0.0,0.002375745633266402,0,None
178,0,Normal,No fraud detected,0.015136633607072158,0.011608480044093351,1.0,0.0,0.207443110093145,0,Location Fraud
179,0,Normal,No fraud detected,0.5030163218595355,0.013369660462766582,0.0,0.0,0.15424731167355227,0,None
180,0,Normal,No fraud detected,0.214462032230033,0.011608480044093351,0.0,0.0,0.06724072968003324,0,None
181,0,Normal,No fraud detected,0.1920577247720701,0.011608480044093351,0.9,0.0,0.24051943744264437,0,Location Fraud
182,0,Normal,No fraud detected,0.1239593189202877,0.013369660462766582,0.0,0.0,0.04053021079177795,0,None
183,0,Normal,No fraud detected,0.3766862402616269,0.011608480044093351,0.0,0.0,0.1159079920895114,0,None
184,0,Normal,No fraud detected,0.31759001452154684,0.011608480044093351,0.0,0.0,0.0981791243674874,0,None
185,0,Normal,No fraud detected,0.01136921187954406,0.013369660462766582,0.0,0.0,0.006753178679554863,0,None
186,1,Text Fraud,"Scam keywords: advance payment, 100% safe",0.3630527480478985,0.010399148197145172,0.0,0.0,0.11151561146365584,0,None
187,1,Price Fraud,Price reduced by 51%,0.2205529138373635,0.013369660462766582,0.0,0.0,0.0695082892669007,0,None
188,1,Text Fraud,"Urgency keywords: immediate, last chance",0.1949914680009369,0.04,1.0,0.0,0.26849744040028106,0,Location Fraud
189,0,Normal,No fraud detected,0.15265380127002207,0.013369660462766582,0.0,0.0,0.049138555496698266,0,None
190,0,Normal,No fraud detected,0.03476900391696656,0.011608480044093351,1.0,0.0,0.21333282118611333,0,Location Fraud
191,0,Normal,No fraud detected,0.15408142720471002,0.013369660462766582,0.0,0.0,0.04956684327710465,0,None
192,1,Location Fraud,"Coordinates shifted by (-1.90, 1.91)",0.07137182054424063,0.010399148197145165,0.0,0.0,0.02401133321255848,0,None
193,0,Normal,No fraud detected,0.30372922854252654,0.013369660462766582,0.0,0.0,0.0944611836784496,0,None
194,1,Text Fraud,"Scam keywords: wire transfer, cash only, 100% safe",0.031804849339617,0.010151550726929122,0.0,0.0,0.01207934248361738,0,None
195,1,Text Fraud,"Scam keywords: guaranteed, 100% safe, cash only",0.25926327286610834,0.011608480044093351,1.0,0.0,0.2806811018708558,0,Location Fraud
196,1,Text Fraud,"Scam keywords: cash only, no questions asked, advance payment",0.17367402323907002,0.011267041919002458,1.0,0.0,0.25491896745147163,0,Location Fraud
197,1,Text Fraud,"Exaggeration keywords: incredible, world-class, luxury, premium, amazing",0.0,0.05278637770897833,0.0,0.0,0.013196594427244582,0,None
198,1,Text Fraud,"Scam keywords: cash only, risk-free, wire transfer",0.11497534833647326,0.010399148197145172,0.0,0.0,0.03709239155022827,0,None
199,1,Text Fraud,"Urgency keywords: quick sale, don't miss",0.22586008598010135,0.02,0.0,0.0,0.0727580257940304,0,None
200,0,Normal,No fraud detected,0.2535573228909725,0.013369660462766582,1.0,0.0,0.2794096119829834,0,Location Fraud
201,1,Price Fraud,Price reduced by 67%,0.32077537503601866,0.011608480044093351,1.0,0.0,0.299134732521829,0,Location Fraud
202,1,Text Fraud,"Urgency keywords: urgent, last chance, don't miss",0.2276085682298875,0.06,1.0,0.0,0.28328257046896627,0,Location Fraud
203,1,Price Fraud,Price reduced by 49%,0.29704029150610217,0.013369660462766582,1.0,0.0,0.2924545025675223,0,Location Fraud
204,1,Text Fraud,"Urgency keywords: urgent, today only, act now",0.162578178378641,0.04,0.9,0.0,0.2387734535135923,0,Location Fraud
205,0,Normal,No fraud detected,0.16639795090390544,0.011608480044093351,0.0,0.0,0.05282150528219497,0,None
206,0,Normal,No fraud detected,0.49655956942211216,0.011608480044093351,0.0,0.0,0.15186999083765698,0,None
207,0,Normal,No fraud detected,0.6600702225871878,0.013369660462766582,0.0,0.0,0.201363481891848,0,Price Fraud
208,1,Text Fraud,"Scam keywords: wire transfer, no questions asked",0.010665636727952387,0.010399148197145172,1.0,0.0,0.20579947806767201,0,Location Fraud
209,0,Normal,No fraud detected,0.2542722248961217,0.013369660462766582,0.9,0.0,0.2596240825845282,0,Location Fraud
210,1,Price Fraud,Price reduced by 52%,0.8419978511039866,0.010399148197145165,0.0,0.0,0.2551991423804823,0,Price Fraud
211,0,Normal,No fraud detected,0.02536753634782749,0.013369660462766582,0.0,0.0,0.010952676020039891,0,None
212,0,Normal,No fraud detected,0.13881259663362341,0.013369660462766582,0.0,0.0,0.04498619410577867,0,None
213,1,Text Fraud,"Scam keywords: guaranteed, 100% safe",0.2828019747718012,0.01198296759371262,0.9,0.0,0.26783633432996856,0,Location Fraud
214,1,Text Fraud,"Urgency keywords: urgent, hurry, don't miss, act now",0.16495776817020866,0.08,0.0,0.0,0.06948733045106259,0,None
215,0,Normal,No fraud detected,0.4717190324816916,0.011608480044093351,1.0,0.0,0.3444178297555308,0,Location Fraud
216,1,Text Fraud,"Exaggeration keywords: unbelievable, best, perfect, luxury, premium",0.1850859231893418,0.05910050330245642,1.0,0.0,0.27030090278241664,0,Location Fraud
217,1,Price Fraud,Price increased by 58%,0.29345933996184065,0.010399148197145165,0.0,0.0,0.09063758903783849,0,None
218,1,Location Fraud,"Coordinates shifted by (1.64, -1.41)",0.08309372564204502,0.013369660462766582,1.0,0.0,0.22827053280830517,0,Location Fraud
219,1,Text Fraud,"Urgency keywords: limited time, immediate, hurry, act now",0.05145341154410673,0.08,0.0,0.0,0.03543602346323202,0,None
220,1,Text Fraud,"Exaggeration keywords: luxury, best, world-class, perfect",0.0849187021355498,0.04303077012263742,0.0,0.0,0.036233303171324296,0,None
221,0,Normal,No fraud detected,0.20515545352650308,0.013369660462766582,0.0,0.0,0.06488905117364258,0,None
222,1,Price Fraud,Price increased by 98%,0.9433042628410796,0.013369660462766582,0.0,0.0,0.28633369396801556,0,Price Fraud
